Image_Name,QW,QX,QY,QZ,TX,TY,TZ
IMG_3278.JPG,0.98668304606020485,0.14984560861022209,0.010141154618669221,0.062450117538625921,0.67847263872756103,-1.3709158586951544,2.3549330703659299
IMG_3279.JPG,0.98545699076615245,0.15016381071195012,0.022944682677647071,0.076150448714417604,0.67300705071687972,-1.3843381171696116,2.3685919008817304
IMG_3280.JPG,0.98458164961862993,0.15162964469548537,0.034722297205717692,0.080011175222816505,0.65894613144400194,-1.4012429592453051,2.3770952639926772
IMG_3281.JPG,0.98375057648480102,0.15201131228354611,0.04857323966882407,0.082267883112007348,0.63403564340160157,-1.3709648928718559,2.3745352767805334
IMG_3282.JPG,0.98218701230289007,0.15113165826336508,0.065663915660309172,0.090311377545931715,0.61294413075137855,-1.3718471662530196,2.3933756155354091
IMG_3283.JPG,0.98099482768512092,0.14871560846298615,0.079755700357715606,0.095769745300769094,0.58853724852750289,-1.3442524181955757,2.3910779215587779
IMG_3284.JPG,0.98046101167350341,0.14564976939350696,0.085342561543040402,0.10099008096373102,0.52222210451022155,-1.3258982391217342,2.3679668848345905
IMG_3285.JPG,0.97952569077558016,0.14179295689750615,0.099229160624498422,0.10284819962761585,0.50183622333867095,-1.3069098761167666,2.3637463422320648
IMG_3286.JPG,0.97732467416504953,0.14012794236807893,0.11529264758444457,0.10912491213667586,0.46843052663056062,-1.285491713329908,2.3230785731578378
IMG_3287.JPG,0.97536413712346837,0.13794530002344574,0.13169891568012235,0.11086608960143628,0.39090367032393031,-1.2526871221736315,2.2772153222544564
IMG_3288.JPG,0.97043074218262459,0.13775229244079534,0.1600592672082084,0.11691668629822478,0.44500553588142477,-1.271665154004685,2.2766454625838368
IMG_3289.JPG,0.96714929538329975,0.13548740569897247,0.17655582584336521,0.12285537716077485,0.40554188919218664,-1.2586007714957415,2.2597095792587156
IMG_3290.JPG,0.96249768492788357,0.13224702656069193,0.20100348684552508,0.12532569070330746,0.361740085921125,-1.1824499910744541,2.2496938685943433
IMG_3291.JPG,0.9545622553702795,0.13345005656178535,0.22953978079265555,0.13532727758926255,0.34697692484725262,-1.2517512217146016,2.239020519868109
IMG_3292.JPG,0.95073094169882144,0.13240888949106214,0.24331282408206056,0.13920284522030499,0.29103131906395052,-1.2533417107128391,2.2364546004531305
IMG_3293.JPG,0.947295961611338,0.13067600170672844,0.25741917866794323,0.13888668095506895,0.16711308113123813,-1.2273452505123277,2.202921427107944
